gender,age,bmi,activity_level,avg_sleep_hours,avg_water_intake_liters,height_cm,weight_kg,recommended_exercise
female,41,29.94,moderate,6.4,0.9,165.8,82.3,Mixed Workout (general fitness)
female,41,27.83,moderate,7.4,1.9,164.7,75.5,Mixed Workout (general fitness)
female,30,27.23,active,7.4,3.1,171.4,80.0,Mixed Workout (general fitness)
female,25,29.88,moderate,7.5,2.5,162.9,79.3,Mixed Workout (general fitness)
female,27,28.97,moderate,7.1,3.3,171.2,84.9,Mixed Workout (general fitness)
male,32,27.08,moderate,7.8,3.4,187.9,95.6,Mixed Workout (general fitness)
female,31,28.13,moderate,8.7,2.5,170.2,81.5,Mixed Workout (general fitness)
male,32,27.08,moderate,7.8,3.4,187.9,95.6,Mixed Workout (general fitness)
female,21,29.31,moderate,10.0,2.7,149.6,65.6,Mixed Workout (general fitness)
female,19,28.76,moderate,6.1,1.4,167.3,80.5,Mixed Workout (general fitness)
female,19,27.34,moderate,7.4,2.3,173.7,82.5,Mixed Workout (general fitness)
female,28,27.13,moderate,8.0,3.3,160.4,69.8,Mixed Workout (general fitness)
female,18,27.44,moderate,8.3,3.0,173.8,82.9,Mixed Workout (general fitness)
female,40,27.14,active,8.3,3.6,153.8,64.2,Mixed Workout (general fitness)
female,32,28.63,moderate,6.2,2.8,157.6,71.1,Mixed Workout (general fitness)
male,18,28.22,active,8.4,3.2,177.7,89.1,Mixed Workout (general fitness)
female,31,29.63,active,6.8,4.2,152.5,68.9,Mixed Workout (general fitness)
male,38,27.49,moderate,8.8,3.4,178.2,87.3,Mixed Workout (general fitness)
male,20,28.78,moderate,10.0,2.7,181.0,94.3,Mixed Workout (general fitness)
female,26,27.27,moderate,6.3,2.0,160.1,69.9,Mixed Workout (general fitness)
male,42,28.2,moderate,7.4,2.9,163.2,75.1,Mixed Workout (general fitness)
female,40,27.14,active,8.3,3.6,153.8,64.2,Mixed Workout (general fitness)
female,31,28.08,moderate,6.1,3.6,165.5,76.9,Mixed Workout (general fitness)
male,33,27.62,moderate,8.6,3.2,180.3,89.8,Mixed Workout (general fitness)
female,39,29.63,moderate,9.2,2.7,164.2,79.9,Mixed Workout (general fitness)
female,30,29.98,moderate,6.1,3.0,161.5,78.2,Mixed Workout (general fitness)
male,19,29.22,moderate,8.0,3.5,180.8,95.5,Mixed Workout (general fitness)
male,42,28.2,moderate,7.4,2.9,163.2,75.1,Mixed Workout (general fitness)
female,22,27.34,active,8.2,3.4,168.8,77.9,Mixed Workout (general fitness)
male,42,28.2,moderate,7.4,2.9,163.2,75.1,Mixed Workout (general fitness)
male,31,29.96,moderate,7.9,3.4,170.3,86.9,Mixed Workout (general fitness)
male,42,28.2,moderate,7.4,2.9,163.2,75.1,Mixed Workout (general fitness)
male,45,27.49,moderate,6.4,3.6,185.7,94.8,Mixed Workout (general fitness)
female,30,29.98,moderate,6.1,3.0,161.5,78.2,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
male,36,29.1,active,6.9,3.8,177.9,92.1,Mixed Workout (general fitness)
female,27,28.97,moderate,7.1,3.3,171.2,84.9,Mixed Workout (general fitness)
female,38,27.37,moderate,6.5,3.2,171.7,80.7,Mixed Workout (general fitness)
male,22,27.79,moderate,8.3,3.3,170.3,80.6,Mixed Workout (general fitness)
female,30,29.98,moderate,6.1,3.0,161.5,78.2,Mixed Workout (general fitness)
female,18,28.04,moderate,8.1,3.1,160.7,72.4,Mixed Workout (general fitness)
male,20,28.78,moderate,10.0,2.7,181.0,94.3,Mixed Workout (general fitness)
male,20,28.78,moderate,10.0,2.7,181.0,94.3,Mixed Workout (general fitness)
male,34,27.53,moderate,6.5,2.5,183.6,92.8,Mixed Workout (general fitness)
male,18,27.64,moderate,8.3,3.9,160.4,71.1,Mixed Workout (general fitness)
male,33,28.14,moderate,7.0,3.1,157.6,69.9,Mixed Workout (general fitness)
female,43,28.78,moderate,8.5,3.6,166.0,79.3,Mixed Workout (general fitness)
female,20,27.2,moderate,8.4,2.4,156.0,66.2,Mixed Workout (general fitness)
male,25,27.32,active,8.1,3.6,168.0,77.1,Mixed Workout (general fitness)
female,21,29.31,moderate,10.0,2.7,149.6,65.6,Mixed Workout (general fitness)
female,29,29.64,moderate,8.0,2.0,164.3,80.0,Mixed Workout (general fitness)
male,20,28.3,active,7.0,2.8,172.5,84.2,Mixed Workout (general fitness)
male,23,29.5,moderate,6.7,3.3,173.5,88.8,Mixed Workout (general fitness)
male,24,27.11,moderate,8.0,4.4,178.1,86.0,Mixed Workout (general fitness)
male,18,27.93,moderate,6.0,4.0,166.8,77.7,Mixed Workout (general fitness)
female,18,27.24,moderate,8.2,3.3,158.1,68.1,Mixed Workout (general fitness)
female,44,27.49,moderate,6.1,2.2,153.9,65.1,Mixed Workout (general fitness)
female,19,28.76,moderate,6.1,1.4,167.3,80.5,Mixed Workout (general fitness)
male,27,27.39,moderate,6.6,3.8,177.5,86.3,Mixed Workout (general fitness)
female,38,27.37,moderate,6.5,3.2,171.7,80.7,Mixed Workout (general fitness)
female,24,28.01,moderate,7.7,3.6,158.2,70.1,Mixed Workout (general fitness)
female,38,27.37,moderate,6.5,3.2,171.7,80.7,Mixed Workout (general fitness)
male,27,27.39,moderate,6.6,3.8,177.5,86.3,Mixed Workout (general fitness)
female,26,27.27,moderate,6.3,2.0,160.1,69.9,Mixed Workout (general fitness)
female,31,28.08,moderate,6.1,3.6,165.5,76.9,Mixed Workout (general fitness)
female,40,27.52,active,7.9,3.4,162.1,72.3,Mixed Workout (general fitness)
female,30,27.23,active,7.4,3.1,171.4,80.0,Mixed Workout (general fitness)
female,39,29.63,moderate,9.2,2.7,164.2,79.9,Mixed Workout (general fitness)
female,34,29.23,moderate,6.1,2.1,157.7,72.7,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
female,27,28.97,moderate,7.1,3.3,171.2,84.9,Mixed Workout (general fitness)
male,40,27.72,active,8.7,4.4,174.9,84.8,Mixed Workout (general fitness)
male,37,28.37,moderate,6.8,4.1,169.5,81.5,Mixed Workout (general fitness)
male,38,29.13,moderate,7.9,3.1,169.0,83.2,Mixed Workout (general fitness)
female,38,28.5,active,6.5,3.7,156.6,69.9,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
female,29,27.87,active,7.5,3.0,179.5,89.8,Mixed Workout (general fitness)
male,23,29.5,moderate,6.7,3.3,173.5,88.8,Mixed Workout (general fitness)
female,24,28.01,moderate,7.7,3.6,158.2,70.1,Mixed Workout (general fitness)
female,45,28.79,active,7.6,2.7,180.7,94.0,Mixed Workout (general fitness)
female,27,27.7,moderate,7.4,2.3,160.0,70.9,Mixed Workout (general fitness)
male,42,28.2,moderate,7.4,2.9,163.2,75.1,Mixed Workout (general fitness)
male,45,27.49,moderate,6.4,3.6,185.7,94.8,Mixed Workout (general fitness)
female,27,28.97,moderate,7.1,3.3,171.2,84.9,Mixed Workout (general fitness)
male,24,29.0,active,8.9,3.5,171.0,84.8,Mixed Workout (general fitness)
female,31,29.14,moderate,7.1,2.9,155.2,70.2,Mixed Workout (general fitness)
male,30,28.66,moderate,6.7,3.4,177.4,90.2,Mixed Workout (general fitness)
male,20,28.78,moderate,10.0,2.7,181.0,94.3,Mixed Workout (general fitness)
male,36,28.51,active,8.6,4.1,183.5,96.0,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
female,38,27.37,moderate,6.5,3.2,171.7,80.7,Mixed Workout (general fitness)
male,24,29.0,active,8.9,3.5,171.0,84.8,Mixed Workout (general fitness)
male,19,29.22,moderate,8.0,3.5,180.8,95.5,Mixed Workout (general fitness)
male,27,27.39,moderate,6.6,3.8,177.5,86.3,Mixed Workout (general fitness)
male,18,28.22,active,8.4,3.2,177.7,89.1,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
male,20,27.98,moderate,9.6,2.9,188.0,98.9,Mixed Workout (general fitness)
female,40,27.52,active,7.9,3.4,162.1,72.3,Mixed Workout (general fitness)
male,18,28.22,active,8.4,3.2,177.7,89.1,Mixed Workout (general fitness)
female,21,29.31,moderate,10.0,2.7,149.6,65.6,Mixed Workout (general fitness)
female,41,27.83,moderate,7.4,1.9,164.7,75.5,Mixed Workout (general fitness)
male,42,28.2,moderate,7.4,2.9,163.2,75.1,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
female,29,29.6,moderate,7.4,2.4,150.1,66.7,Mixed Workout (general fitness)
female,45,28.79,active,7.6,2.7,180.7,94.0,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
female,18,27.99,moderate,8.9,2.4,154.6,66.9,Mixed Workout (general fitness)
female,44,27.49,moderate,6.1,2.2,153.9,65.1,Mixed Workout (general fitness)
female,18,27.66,active,6.3,3.8,149.1,61.5,Mixed Workout (general fitness)
female,30,27.23,active,7.4,3.1,171.4,80.0,Mixed Workout (general fitness)
female,27,27.82,moderate,7.1,3.1,153.9,65.9,Mixed Workout (general fitness)
female,34,29.23,moderate,6.1,2.1,157.7,72.7,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
female,40,27.52,active,7.9,3.4,162.1,72.3,Mixed Workout (general fitness)
male,34,27.53,moderate,6.5,2.5,183.6,92.8,Mixed Workout (general fitness)
male,43,29.13,active,7.6,3.8,180.1,94.5,Mixed Workout (general fitness)
male,32,27.47,active,9.6,4.3,161.9,72.0,Mixed Workout (general fitness)
male,32,29.26,moderate,6.6,3.5,179.7,94.5,Mixed Workout (general fitness)
male,24,29.0,active,8.9,3.5,171.0,84.8,Mixed Workout (general fitness)
male,27,27.39,moderate,6.6,3.8,177.5,86.3,Mixed Workout (general fitness)
female,30,27.23,active,7.4,3.1,171.4,80.0,Mixed Workout (general fitness)
female,18,29.92,moderate,7.1,2.3,157.9,74.6,Mixed Workout (general fitness)
female,19,29.48,active,7.8,3.3,171.6,86.8,Mixed Workout (general fitness)
male,33,28.14,moderate,7.0,3.1,157.6,69.9,Mixed Workout (general fitness)
female,30,27.23,active,7.4,3.1,171.4,80.0,Mixed Workout (general fitness)
male,43,29.13,active,7.6,3.8,180.1,94.5,Mixed Workout (general fitness)
female,18,27.94,active,7.0,3.9,167.5,78.4,Mixed Workout (general fitness)
female,37,29.31,active,7.6,3.6,154.1,69.6,Mixed Workout (general fitness)
male,18,27.96,active,8.5,4.1,179.7,90.3,Mixed Workout (general fitness)
male,25,28.24,active,6.0,2.9,173.9,85.4,Mixed Workout (general fitness)
female,43,28.78,moderate,8.5,3.6,166.0,79.3,Mixed Workout (general fitness)
male,35,27.31,moderate,7.2,3.2,179.8,88.3,Mixed Workout (general fitness)
female,32,28.63,moderate,6.2,2.8,157.6,71.1,Mixed Workout (general fitness)
male,19,29.14,moderate,6.7,2.9,170.4,84.6,Mixed Workout (general fitness)
female,31,28.13,moderate,8.7,2.5,170.2,81.5,Mixed Workout (general fitness)
female,31,28.13,moderate,8.7,2.5,170.2,81.5,Mixed Workout (general fitness)
male,32,29.26,moderate,6.6,3.5,179.7,94.5,Mixed Workout (general fitness)
female,41,29.94,moderate,6.4,0.9,165.8,82.3,Mixed Workout (general fitness)
male,24,27.11,moderate,8.0,4.4,178.1,86.0,Mixed Workout (general fitness)
female,39,27.81,moderate,7.5,2.4,152.4,64.6,Mixed Workout (general fitness)
female,26,27.04,moderate,7.9,3.4,156.0,65.8,Mixed Workout (general fitness)
male,42,29.15,moderate,9.5,2.1,178.8,93.2,Mixed Workout (general fitness)
male,24,29.0,active,8.9,3.5,171.0,84.8,Mixed Workout (general fitness)
female,38,27.37,moderate,6.5,3.2,171.7,80.7,Mixed Workout (general fitness)
male,19,27.93,moderate,8.9,3.0,176.3,86.8,Mixed Workout (general fitness)
female,33,28.77,moderate,7.3,2.9,159.5,73.2,Mixed Workout (general fitness)
male,24,28.86,active,9.4,3.6,181.8,95.4,Mixed Workout (general fitness)
female,34,28.83,moderate,7.0,1.5,157.8,71.8,Mixed Workout (general fitness)
male,25,28.24,active,6.0,2.9,173.9,85.4,Mixed Workout (general fitness)
female,18,27.73,moderate,7.8,2.6,160.9,71.8,Mixed Workout (general fitness)
female,18,28.9,moderate,8.0,3.0,171.5,85.0,Mixed Workout (general fitness)
female,31,27.39,active,7.5,3.4,151.9,63.2,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
male,18,27.93,moderate,6.0,4.0,166.8,77.7,Mixed Workout (general fitness)
male,30,28.66,moderate,6.7,3.4,177.4,90.2,Mixed Workout (general fitness)
female,20,27.2,moderate,8.4,2.4,156.0,66.2,Mixed Workout (general fitness)
female,44,27.49,moderate,6.1,2.2,153.9,65.1,Mixed Workout (general fitness)
female,18,27.73,moderate,7.8,2.6,160.9,71.8,Mixed Workout (general fitness)
female,18,27.04,moderate,8.7,2.5,165.2,73.8,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
female,21,29.31,moderate,10.0,2.7,149.6,65.6,Mixed Workout (general fitness)
male,20,28.78,moderate,10.0,2.7,181.0,94.3,Mixed Workout (general fitness)
female,40,27.52,active,7.9,3.4,162.1,72.3,Mixed Workout (general fitness)
male,20,28.66,moderate,10.0,2.7,167.8,80.7,Mixed Workout (general fitness)
female,30,27.23,active,7.4,3.1,171.4,80.0,Mixed Workout (general fitness)
female,18,27.68,active,7.8,3.0,148.7,61.2,Mixed Workout (general fitness)
female,18,28.32,active,8.3,3.6,165.1,77.2,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
female,24,28.29,moderate,7.3,3.5,158.3,70.9,Mixed Workout (general fitness)
male,20,28.66,moderate,10.0,2.7,167.8,80.7,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
female,20,27.2,moderate,8.4,2.4,156.0,66.2,Mixed Workout (general fitness)
female,39,28.5,moderate,8.7,2.5,168.7,81.1,Mixed Workout (general fitness)
female,34,27.07,moderate,9.9,3.1,167.9,76.3,Mixed Workout (general fitness)
male,41,27.61,moderate,8.2,3.2,188.8,98.4,Mixed Workout (general fitness)
male,37,28.37,moderate,6.8,4.1,169.5,81.5,Mixed Workout (general fitness)
female,37,27.56,moderate,7.2,2.3,158.7,69.4,Mixed Workout (general fitness)
female,28,27.13,moderate,8.0,3.3,160.4,69.8,Mixed Workout (general fitness)
female,30,29.98,moderate,6.1,3.0,161.5,78.2,Mixed Workout (general fitness)
female,34,28.83,moderate,7.0,1.5,157.8,71.8,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
female,40,27.52,active,7.9,3.4,162.1,72.3,Mixed Workout (general fitness)
female,18,27.44,moderate,8.3,3.0,173.8,82.9,Mixed Workout (general fitness)
female,18,28.45,active,6.9,3.2,170.2,82.4,Mixed Workout (general fitness)
female,39,29.63,moderate,9.2,2.7,164.2,79.9,Mixed Workout (general fitness)
male,36,29.55,moderate,7.7,2.7,179.3,95.0,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
male,24,28.63,active,8.7,3.9,164.0,77.0,Mixed Workout (general fitness)
female,18,27.99,moderate,8.9,2.4,154.6,66.9,Mixed Workout (general fitness)
male,18,28.22,active,8.4,3.2,177.7,89.1,Mixed Workout (general fitness)
male,18,27.21,moderate,9.5,1.9,178.8,87.0,Mixed Workout (general fitness)
female,27,27.7,moderate,7.4,2.3,160.0,70.9,Mixed Workout (general fitness)
female,19,29.48,active,7.8,3.3,171.6,86.8,Mixed Workout (general fitness)
female,18,29.16,active,10.0,3.8,157.9,72.7,Mixed Workout (general fitness)
male,18,29.72,moderate,8.1,3.4,176.5,92.6,Mixed Workout (general fitness)
male,22,29.75,moderate,6.0,3.5,157.4,73.7,Mixed Workout (general fitness)
male,27,28.15,moderate,7.6,3.1,177.4,88.6,Mixed Workout (general fitness)
male,19,29.14,moderate,6.7,2.9,170.4,84.6,Mixed Workout (general fitness)
male,23,29.5,moderate,6.7,3.3,173.5,88.8,Mixed Workout (general fitness)
male,32,27.47,active,9.6,4.3,161.9,72.0,Mixed Workout (general fitness)
female,18,27.94,active,7.0,3.9,167.5,78.4,Mixed Workout (general fitness)
female,18,27.87,moderate,7.8,2.6,160.4,71.7,Mixed Workout (general fitness)
female,25,29.88,moderate,7.5,2.5,162.9,79.3,Mixed Workout (general fitness)
female,29,29.64,moderate,8.0,2.0,164.3,80.0,Mixed Workout (general fitness)
female,18,28.52,moderate,8.5,3.4,167.7,80.2,Mixed Workout (general fitness)
female,34,27.07,moderate,9.9,3.1,167.9,76.3,Mixed Workout (general fitness)
male,41,27.61,moderate,8.2,3.2,188.8,98.4,Mixed Workout (general fitness)
female,32,28.63,moderate,6.2,2.8,157.6,71.1,Mixed Workout (general fitness)
female,18,27.99,moderate,8.9,2.4,154.6,66.9,Mixed Workout (general fitness)
male,19,27.45,moderate,7.1,4.4,177.5,86.5,Mixed Workout (general fitness)
male,28,29.29,moderate,7.8,2.4,174.7,89.4,Mixed Workout (general fitness)
female,37,27.32,moderate,6.9,3.4,156.6,67.0,Mixed Workout (general fitness)
female,24,28.29,moderate,7.3,3.5,158.3,70.9,Mixed Workout (general fitness)
female,24,28.29,moderate,7.3,3.5,158.3,70.9,Mixed Workout (general fitness)
male,41,27.61,moderate,8.2,3.2,188.8,98.4,Mixed Workout (general fitness)
male,24,28.86,active,9.4,3.6,181.8,95.4,Mixed Workout (general fitness)
female,18,27.24,moderate,8.2,3.3,158.1,68.1,Mixed Workout (general fitness)
male,30,27.21,moderate,7.6,3.6,171.8,80.3,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
female,22,27.34,active,8.2,3.4,168.8,77.9,Mixed Workout (general fitness)
male,19,29.14,moderate,6.7,2.9,170.4,84.6,Mixed Workout (general fitness)
female,18,28.04,moderate,8.1,3.1,160.7,72.4,Mixed Workout (general fitness)
female,27,27.7,moderate,7.4,2.3,160.0,70.9,Mixed Workout (general fitness)
female,24,28.92,moderate,7.8,2.2,156.9,71.2,Mixed Workout (general fitness)
male,24,27.49,active,8.4,3.7,177.5,86.6,Mixed Workout (general fitness)
female,19,27.34,moderate,7.4,2.3,173.7,82.5,Mixed Workout (general fitness)
female,31,27.39,active,7.5,3.4,151.9,63.2,Mixed Workout (general fitness)
male,35,27.31,moderate,7.2,3.2,179.8,88.3,Mixed Workout (general fitness)
female,21,29.31,moderate,10.0,2.7,149.6,65.6,Mixed Workout (general fitness)
male,36,29.48,active,8.1,3.1,175.7,91.0,Mixed Workout (general fitness)
male,39,28.77,moderate,6.3,2.9,174.5,87.6,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
female,37,28.75,moderate,6.7,2.7,157.7,71.5,Mixed Workout (general fitness)
female,31,28.08,moderate,6.1,3.6,165.5,76.9,Mixed Workout (general fitness)
male,23,29.5,moderate,6.7,3.3,173.5,88.8,Mixed Workout (general fitness)
male,18,27.21,moderate,9.5,1.9,178.8,87.0,Mixed Workout (general fitness)
female,39,28.5,moderate,8.7,2.5,168.7,81.1,Mixed Workout (general fitness)
male,18,27.93,moderate,6.0,4.0,166.8,77.7,Mixed Workout (general fitness)
male,24,29.27,active,6.6,3.9,199.6,116.6,Mixed Workout (general fitness)
male,25,28.24,active,6.0,2.9,173.9,85.4,Mixed Workout (general fitness)
female,38,27.37,moderate,6.5,3.2,171.7,80.7,Mixed Workout (general fitness)
male,33,28.14,moderate,7.0,3.1,157.6,69.9,Mixed Workout (general fitness)
male,20,27.98,moderate,9.6,2.9,188.0,98.9,Mixed Workout (general fitness)
male,19,27.45,moderate,7.1,4.4,177.5,86.5,Mixed Workout (general fitness)
male,27,27.77,moderate,7.8,3.4,183.0,93.0,Mixed Workout (general fitness)
female,25,29.88,moderate,7.5,2.5,162.9,79.3,Mixed Workout (general fitness)
female,24,28.29,moderate,7.3,3.5,158.3,70.9,Mixed Workout (general fitness)
female,24,28.01,moderate,7.7,3.6,158.2,70.1,Mixed Workout (general fitness)
female,18,28.9,moderate,8.0,3.0,171.5,85.0,Mixed Workout (general fitness)
female,40,27.14,active,8.3,3.6,153.8,64.2,Mixed Workout (general fitness)
female,33,28.01,active,7.9,3.3,155.7,67.9,Mixed Workout (general fitness)
female,37,27.56,moderate,7.2,2.3,158.7,69.4,Mixed Workout (general fitness)
female,18,27.44,moderate,8.3,3.0,173.8,82.9,Mixed Workout (general fitness)
female,31,29.14,moderate,7.1,2.9,155.2,70.2,Mixed Workout (general fitness)
female,27,28.97,moderate,7.1,3.3,171.2,84.9,Mixed Workout (general fitness)
female,24,28.29,moderate,7.3,3.5,158.3,70.9,Mixed Workout (general fitness)
male,18,28.66,moderate,6.6,3.1,165.6,78.6,Mixed Workout (general fitness)
male,18,29.78,moderate,9.0,3.3,176.8,93.1,Mixed Workout (general fitness)
female,18,28.88,moderate,10.0,2.2,168.7,82.2,Mixed Workout (general fitness)
female,26,27.27,moderate,6.3,2.0,160.1,69.9,Mixed Workout (general fitness)
male,22,27.79,moderate,8.3,3.3,170.3,80.6,Mixed Workout (general fitness)
